(Intercept),wochentagDonnerstag,wochentagFreitag,wochentagMittwoch,wochentagMontag,wochentagSamstag,wochentagSonntag,jahreszeitHerbst,jahreszeitSommer,jahreszeitWinter,Temperaturheiß,Temperaturkalt,Temperaturmoderat,Temperatursommerlich,as.factor(Warengruppe)2,as.factor(Warengruppe)3,as.factor(Warengruppe)4,as.factor(Warengruppe)5,as.factor(Warengruppe)6,KielerWocheTRUE,FeiertagTRUE,FerienTRUE
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
