"","id","Datum","Warengruppe","Umsatz","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Datum.Feiertag","Ferien"
"1903",1309222,2013-09-22,2,500.579617827733,6,17.1375,14,21,NA,NA,NA
"1904",1309232,2013-09-23,2,339.417738661045,7,17.3125,14,21,NA,NA,NA
"1905",1309242,2013-09-24,2,314.00466178787,8,15.7375,10,NA,NA,NA,NA
"1906",1309252,2013-09-25,2,333.964687913619,6,13.5375,7,61,NA,NA,NA
"1907",1309262,2013-09-26,2,348.862509645868,1,12.9875,12,NA,NA,NA,NA
"1908",1309272,2013-09-27,2,337.894647078396,5,13.0125,8,21,NA,NA,NA
"1909",1309282,2013-09-28,2,578.156874149585,0,13.1,8,NA,NA,NA,NA
"1910",1309292,2013-09-29,2,503.155199518292,3,14.175,12,NA,NA,NA,NA
"1911",1309302,2013-09-30,2,360.827106059368,1,12.825,14,NA,NA,NA,NA
"1912",1310012,2013-10-01,2,356.816079467772,0,12.9125,13,5,NA,NA,NA
"1913",1310022,2013-10-02,2,423.688173539227,1,12.7,10,NA,NA,NA,NA
"1914",1310032,2013-10-03,2,592.567211256288,0,11.7625,12,5,NA,NA,NA
"1915",1310042,2013-10-04,2,501.347948785726,5,11.2,8,63,NA,NA,"Herbstferien"
"1916",1310052,2013-10-05,2,532.496621420318,7,15.575,8,20,NA,NA,"Herbstferien"
"1917",1310062,2013-10-06,2,534.597184990357,7,15.25,6,NA,NA,NA,"Herbstferien"
"1918",1310072,2013-10-07,2,372.452301813743,1,16.275,7,NA,NA,NA,"Herbstferien"
"1919",1310082,2013-10-08,2,324.616615610371,6,15.1125,8,61,NA,NA,"Herbstferien"
"1920",1310092,2013-10-09,2,369.540618454844,7,14.3125,10,21,NA,NA,"Herbstferien"
"1921",1310102,2013-10-10,2,349.149490881751,5,10.975,6,NA,NA,NA,"Herbstferien"
"1922",1310112,2013-10-11,2,349.112977802115,7,13.8625,20,10,NA,NA,"Herbstferien"
"1923",1310122,2013-10-12,2,425.070804590291,8,13.025,21,63,NA,NA,"Herbstferien"
"1924",1310132,2013-10-13,2,452.275706400622,5,10.8625,5,NA,NA,NA,"Herbstferien"
"1925",1310142,2013-10-14,2,328.255116835268,2,12.525,6,NA,NA,NA,"Herbstferien"
"1926",1310152,2013-10-15,2,354.885414944464,7,10.6625,4,63,NA,NA,"Herbstferien"
"1927",1310162,2013-10-16,2,324.757529273156,8,12.275,7,NA,NA,NA,"Herbstferien"
"1928",1310172,2013-10-17,2,324.982641344802,7,12,15,65,NA,NA,"Herbstferien"
"1929",1310182,2013-10-18,2,321.70990029733,1,9.075,9,NA,NA,NA,"Herbstferien"
"1930",1310192,2013-10-19,2,379.7774092487,7,9.45,9,NA,NA,NA,NA
"1931",1310202,2013-10-20,2,437.66111375148,7,15.1875,8,21,NA,NA,NA
"1932",1310212,2013-10-21,2,312.390458346719,7,14.2625,8,61,NA,NA,NA
"1933",1310222,2013-10-22,2,367.731628638611,2,17.6375,7,NA,NA,NA,NA
"1934",1310232,2013-10-23,2,339.191026703081,6,17.675,9,NA,NA,NA,NA
"1935",1310242,2013-10-24,2,347.147339698928,5,12.6875,12,61,NA,NA,NA
"1936",1310252,2013-10-25,2,331.531922475238,7,11.8875,7,61,NA,NA,NA
"1937",1310262,2013-10-26,2,403.176380323358,5,16.775,10,21,NA,NA,NA
"1938",1310272,2013-10-27,2,541.86792448218,6,14.9875,16,65,NA,NA,NA
"1939",1310282,2013-10-28,2,358.47390890485,7,14.3625,29,63,NA,NA,NA
"1940",1310292,2013-10-29,2,343.382554561478,7,10.775,17,63,NA,NA,NA
"1941",1310302,2013-10-30,2,315.521819776895,6,10.4375,10,61,NA,NA,NA
"1942",1310312,2013-10-31,2,297.251141804671,5,11.1625,13,21,NA,NA,NA
"1943",1311012,2013-11-01,2,336.018177940212,8,10.625,9,63,NA,NA,NA
"1944",1311022,2013-11-02,2,433.411475491698,8,8.8875,3,63,NA,NA,NA
"1945",1311032,2013-11-03,2,549.620047848044,6,10.7,15,21,NA,NA,NA
"1946",1311042,2013-11-04,2,269.386056106044,7,6.8375,7,63,NA,NA,NA
"1947",1311052,2013-11-05,2,247.501683917765,4,8.9,12,61,NA,NA,NA
"1948",1311062,2013-11-06,2,273.952220004938,4,8.1375,12,63,NA,NA,NA
"1949",1311072,2013-11-07,2,276.67098423661,6,9.5,10,61,NA,NA,NA
"1950",1311082,2013-11-08,2,270.935184532938,3,9.325,9,NA,NA,NA,NA
"1951",1311092,2013-11-09,2,391.257430539666,5,7.7,16,63,NA,NA,NA
"1952",1311102,2013-11-10,2,554.358848899602,2,6.9875,12,63,NA,NA,NA
"1953",1311112,2013-11-11,2,277.910909861899,2,8.3125,5,NA,NA,NA,NA
"1954",1311122,2013-11-12,2,257.306498146673,7,5.9375,9,61,NA,NA,NA
"1955",1311132,2013-11-13,2,253.679516784304,1,8.8,12,0,NA,NA,NA
"1956",1311142,2013-11-14,2,252.672301244525,5,6.9375,9,21,NA,NA,NA
"1957",1311152,2013-11-15,2,261.631579072909,7,6.45,6,21,NA,NA,NA
"1958",1311162,2013-11-16,2,388.456732659322,8,8.875,12,NA,NA,NA,NA
"1959",1311172,2013-11-17,2,585.360633461221,2,8.8875,8,0,NA,NA,NA
"1960",1311182,2013-11-18,2,271.38800449289,7,6.65,5,63,NA,NA,NA
"1961",1311192,2013-11-19,2,256.059323867932,8,5.8375,8,61,NA,NA,NA
"1962",1311202,2013-11-20,2,254.568609014357,6,3.85,6,NA,NA,NA,NA
"1963",1311212,2013-11-21,2,265.659732396587,2,3.275,8,10,NA,NA,NA
"1964",1311222,2013-11-22,2,264.858352033057,7,5.375,10,21,NA,NA,NA
"1965",1311232,2013-11-23,2,371.973598822071,3,4.9125,6,NA,NA,NA,NA
"1966",1311242,2013-11-24,2,563.703199691435,0,4.6,16,NA,NA,NA,NA
"1967",1311252,2013-11-25,2,243.739175008053,0,3.7,10,NA,NA,NA,NA
"1968",1311262,2013-11-26,2,270.066780638125,2,2.3125,6,NA,NA,NA,NA
"1969",1311272,2013-11-27,2,249.98388856265,8,7.3125,12,61,NA,NA,NA
"1970",1311282,2013-11-28,2,245.157903548545,2,8.025,18,NA,NA,NA,NA
"1971",1311292,2013-11-29,2,270.604986736201,8,5.9875,11,63,NA,NA,NA
"1972",1311302,2013-11-30,2,364.558396204025,7,5.525,10,20,NA,NA,NA
"1973",1312012,2013-12-01,2,584.644687013588,5,8.6625,20,61,NA,NA,NA
"1974",1312022,2013-12-02,2,278.664927166837,0,3.0625,4,10,NA,NA,NA
"1975",1312032,2013-12-03,2,247.82662169358,8,1.7125,6,28,NA,NA,NA
"1976",1312042,2013-12-04,2,267.381898238725,7,5.85,11,63,NA,NA,NA
"1977",1312052,2013-12-05,2,270.133710033378,7,4.4625,24,63,NA,NA,NA
"1978",1312062,2013-12-06,2,242.429691903367,6,1.7875,25,73,NA,NA,NA
"1979",1312072,2013-12-07,2,330.405150816589,5,1,11,22,NA,NA,NA
"1980",1312082,2013-12-08,2,502.371531950746,8,6.975,16,63,NA,NA,NA
"1981",1312092,2013-12-09,2,224.635145960176,7,9.2375,10,45,NA,NA,NA
"1982",1312102,2013-12-10,2,257.948246753247,7,7.1875,8,61,NA,NA,NA
"1983",1312112,2013-12-11,2,258.730733034518,7,5.025,9,10,NA,NA,NA
"1984",1312122,2013-12-12,2,246.420486617343,8,2.525,8,28,NA,NA,NA
"1985",1312132,2013-12-13,2,215.102454376754,7,3.5375,6,61,NA,NA,NA
"1986",1312142,2013-12-14,2,327.613078777548,7,3.0125,7,61,NA,NA,NA
"1987",1312152,2013-12-15,2,564.33503068692,8,7.925,12,61,NA,NA,NA
"1988",1312162,2013-12-16,2,230.285819128034,8,8.775,12,NA,NA,NA,NA
"1989",1312172,2013-12-17,2,261.524378936327,8,4.95,8,61,NA,NA,NA
"1990",1312182,2013-12-18,2,241.880289555687,7,6.85,8,10,NA,NA,NA
"1991",1312192,2013-12-19,2,265.154110289682,7,7.4,10,63,NA,NA,NA
"1992",1312202,2013-12-20,2,273.618541350621,7,5.2875,10,61,NA,NA,NA
"1993",1312212,2013-12-21,2,354.063657483224,8,6.5625,13,63,NA,NA,NA
"1994",1312222,2013-12-22,2,463.81219748514,7,8.1375,12,61,NA,NA,NA
"1995",1312232,2013-12-23,2,430.94267042062,3,5.4875,10,NA,NA,NA,"Weihnachtsferien"
"1996",1312242,2013-12-24,2,531.778119659333,7,11.4375,18,61,NA,NA,"Weihnachtsferien"
"1997",1312272,2013-12-27,2,433.889713549154,7,5.7625,15,63,NA,NA,"Weihnachtsferien"
"1998",1312292,2013-12-29,2,510.015069971101,7,5.7125,9,63,NA,NA,"Weihnachtsferien"
"1999",1312302,2013-12-30,2,494.782420691912,4,4.75,11,10,NA,NA,"Weihnachtsferien"
"2000",1312312,2013-12-31,2,586.131309693688,4,5.0375,7,NA,NA,NA,"Weihnachtsferien"
"2001",1401022,2014-01-02,2,449.418219323415,7,6.25,9,63,NA,NA,"Weihnachtsferien"
"2002",1401032,2014-01-03,2,405.814478197605,7,6.8375,10,63,NA,NA,"Weihnachtsferien"
"2003",1401042,2014-01-04,2,408.762961257816,5,6.9375,11,NA,NA,NA,"Weihnachtsferien"
"2004",1401052,2014-01-05,2,529.982266493949,7,6.1875,11,63,NA,NA,"Weihnachtsferien"
"2005",1401062,2014-01-06,2,299.874480982131,7,7.9125,11,65,NA,NA,"Weihnachtsferien"
"2006",1401072,2014-01-07,2,296.549615645128,7,10.4375,13,NA,NA,NA,NA
"2007",1401082,2014-01-08,2,258.406939246541,7,8.6375,15,63,NA,NA,NA
"2008",1401092,2014-01-09,2,260.439674899334,7,9.6125,16,61,NA,NA,NA
"2009",1401102,2014-01-10,2,286.482721735479,7,6.6375,17,61,NA,NA,NA
"2010",1401112,2014-01-11,2,384.22983618022,7,5.5875,18,63,NA,NA,NA
"2011",1401122,2014-01-12,2,582.354079603658,2,5.525,16,21,NA,NA,NA
"2012",1401132,2014-01-13,2,251.321752602056,8,3.1375,10,69,NA,NA,NA
"2013",1401142,2014-01-14,2,305.619039555862,6,4.225,6,28,NA,NA,NA
"2014",1401152,2014-01-15,2,266.688234496087,7,3.228571,7,28,NA,NA,NA
"2015",1401162,2014-01-16,2,280.275781868982,8,2.7375,9,63,NA,NA,NA
"2016",1401172,2014-01-17,2,257.771904141454,7,6.7375,4,61,NA,NA,NA
"2017",1401182,2014-01-18,2,357.4107536578,7,5.8875,8,61,NA,NA,NA
"2018",1401192,2014-01-19,2,519.732257703175,7,2.8625,19,10,NA,NA,NA
"2019",1401202,2014-01-20,2,273.490861004483,8,0.3875,13,61,NA,NA,NA
"2020",1401212,2014-01-21,2,259.272175875601,7,-0.65,7,77,NA,NA,NA
"2021",1401222,2014-01-22,2,241.123430544226,8,-3.1125,14,22,NA,NA,NA
"2022",1401232,2014-01-23,2,263.978251498374,8,-3.1875,11,22,NA,NA,NA
"2023",1401242,2014-01-24,2,261.219962431997,2,-5.1625,13,10,NA,NA,NA
"2024",1401252,2014-01-25,2,351.252465656399,5,-7.0375,8,NA,NA,NA,NA
"2025",1401262,2014-01-26,2,483.659434750003,1,-8.475,10,10,NA,NA,NA
"2026",1401272,2014-01-27,2,228.4378109063,5,0.7,9,69,NA,NA,NA
"2027",1401282,2014-01-28,2,297.344059006804,7,-0.2625,10,10,NA,NA,NA
"2028",1401292,2014-01-29,2,230.305934307389,7,-5.05,13,77,NA,NA,NA
"2029",1401302,2014-01-30,2,268.187299324192,7,-4.4875,8,77,NA,NA,NA
"2030",1401312,2014-01-31,2,286.654898966864,8,-3.6875,7,10,NA,NA,NA
"2031",1402012,2014-02-01,2,363.477743653721,7,3.225,10,63,NA,NA,NA
"2032",1402022,2014-02-02,2,556.341089710331,0,5.4875,8,NA,NA,NA,NA
"2033",1402032,2014-02-03,2,348.771730579887,1,3.475,8,10,NA,NA,NA
"2034",1402042,2014-02-04,2,260.453691923776,5,3.925,6,10,NA,NA,NA
"2035",1402052,2014-02-05,2,303.821114890027,4,3.675,8,10,NA,NA,NA
"2036",1402062,2014-02-06,2,281.271370841592,7,7.875,11,20,NA,NA,NA
"2037",1402072,2014-02-07,2,277.116052767499,7,8.475,15,63,NA,NA,NA
"2038",1402082,2014-02-08,2,444.88120408508,7,6.2875,12,61,NA,NA,NA
"2039",1402092,2014-02-09,2,569.839111992589,5,6.7125,15,63,NA,NA,NA
"2040",1402102,2014-02-10,2,289.527230880774,2,6.6375,9,NA,NA,NA,NA
"2041",1402112,2014-02-11,2,316.588828519672,7,4.925,12,61,NA,NA,NA
"2042",1402122,2014-02-12,2,304.004411606266,4,6.1,13,10,NA,NA,NA
"2043",1402132,2014-02-13,2,299.888751175176,5,7.45,13,NA,NA,NA,NA
"2044",1402142,2014-02-14,2,313.418025928576,5,5.2125,9,10,NA,NA,NA
"2045",1402152,2014-02-15,2,474.035638350371,5,11.5,15,NA,NA,NA,NA
"2046",1402162,2014-02-16,2,642.255713146016,7,6.0625,17,63,NA,NA,NA
"2047",1402172,2014-02-17,2,329.690366180098,0,6.6875,9,NA,NA,NA,NA
"2048",1402182,2014-02-18,2,275.501866816375,7,7.8,8,10,NA,NA,NA
"2049",1402192,2014-02-19,2,317.300543446827,7,6.325,8,61,NA,NA,NA
"2050",1402202,2014-02-20,2,332.24034886181,6,9.1,11,10,NA,NA,NA
"2051",1402212,2014-02-21,2,304.683845985775,7,7.5125,11,61,NA,NA,NA
"2052",1402222,2014-02-22,2,501.288627565406,7,5.925,11,21,NA,NA,NA
"2053",1402232,2014-02-23,2,711.608645093162,1,8.625,12,NA,NA,NA,NA
"2054",1402242,2014-02-24,2,278.245512066627,1,9.4125,11,NA,NA,NA,NA
"2055",1402252,2014-02-25,2,261.518665118435,1,10.475,7,NA,NA,NA,NA
"2056",1402262,2014-02-26,2,311.376704215006,5,10.1875,8,NA,NA,NA,NA
"2057",1402272,2014-02-27,2,300.168385368184,1,8.8875,7,10,NA,NA,NA
"2058",1402282,2014-02-28,2,304.253089953571,7,6.1875,6,61,NA,NA,NA
"2059",1403012,2014-03-01,2,463.931706683171,2,5.075,9,10,NA,NA,NA
"2060",1403022,2014-03-02,2,613.772072740439,6,6.5625,9,10,NA,NA,NA
"2061",1403032,2014-03-03,2,340.843721805049,0,9.1875,10,5,NA,NA,NA
"2062",1403042,2014-03-04,2,322.507407389951,7,6.6875,7,10,NA,NA,NA
"2063",1403052,2014-03-05,2,272.380162040079,7,4.6875,7,28,NA,NA,NA
"2064",1403062,2014-03-06,2,296.782446572738,3,8.925,9,10,NA,NA,NA
"2065",1403072,2014-03-07,2,293.295574945633,6,11.275,10,5,NA,NA,NA
"2066",1403082,2014-03-08,2,478.500223651153,0,9.9375,6,NA,NA,NA,NA
"2067",1403092,2014-03-09,2,620.71339369779,0,16.4,9,NA,NA,NA,NA
"2068",1403102,2014-03-10,2,317.378702108067,0,15.8,9,NA,NA,NA,NA
"2069",1403112,2014-03-11,2,264.37746726286,0,7.85,9,NA,NA,NA,NA
"2070",1403122,2014-03-12,2,275.552175296613,0,10.2125,8,0,NA,NA,NA
"2071",1403132,2014-03-13,2,322.865434589691,0,13.375,10,NA,NA,NA,NA
"2072",1403142,2014-03-14,2,309.267472114849,1,9.6125,10,NA,NA,NA,NA
"2073",1403152,2014-03-15,2,426.528946577857,4,9.0375,27,NA,NA,NA,NA
"2074",1403162,2014-03-16,2,427.380944455632,7,9.3375,24,61,NA,NA,NA
"2075",1403172,2014-03-17,2,283.82852752228,7,9.5875,18,61,NA,NA,NA
"2076",1403182,2014-03-18,2,286.018793506259,7,9.6875,16,21,NA,NA,NA
"2077",1403192,2014-03-19,2,287.60155477635,7,9.45,18,61,NA,NA,NA
"2078",1403202,2014-03-20,2,297.335857719945,0,16.2625,13,NA,NA,NA,NA
"2079",1403212,2014-03-21,2,316.080628373637,7,6.8875,14,63,NA,NA,NA
"2080",1403222,2014-03-22,2,497.958416841062,5,8.85,11,63,NA,NA,NA
"2081",1403232,2014-03-23,2,492.856825031606,4,8.3625,10,NA,NA,NA,NA
"2082",1403242,2014-03-24,2,326.267041619462,3,7.5625,7,NA,NA,NA,NA
"2083",1403252,2014-03-25,2,327.070593673512,2,7.725,10,21,NA,NA,NA
"2084",1403262,2014-03-26,2,316.014621957881,5,7.85,11,21,NA,NA,NA
"2085",1403272,2014-03-27,2,384.826956477695,6,5.1,12,NA,NA,NA,NA
"2086",1403282,2014-03-28,2,373.193892353262,8,5.4,12,10,NA,NA,NA
"2087",1403292,2014-03-29,2,600.636330304354,3,9.375,8,10,NA,NA,NA
"2088",1403302,2014-03-30,2,541.041022021925,0,11.2625,8,28,NA,NA,NA
"2089",1403312,2014-03-31,2,340.519359885231,7,7.4375,4,45,NA,NA,NA
"2090",1404012,2014-04-01,2,344.347041678838,8,5.7625,13,10,NA,NA,NA
"2091",1404022,2014-04-02,2,357.401889148184,2,12.45,8,10,NA,NA,NA
"2092",1404032,2014-04-03,2,338.691456861455,3,7.6125,15,10,NA,NA,NA
"2093",1404042,2014-04-04,2,348.498254975841,6,6.45,15,0,NA,NA,NA
"2094",1404052,2014-04-05,2,524.065479089145,8,9.825,5,61,NA,NA,NA
"2095",1404062,2014-04-06,2,577.282474747519,7,12.1875,8,63,NA,NA,NA
"2096",1404072,2014-04-07,2,357.629946491513,7,15.7875,10,63,NA,NA,NA
"2097",1404082,2014-04-08,2,353.523529645886,7,9.8125,19,61,NA,NA,NA
"2098",1404092,2014-04-09,2,366.100231824073,7,10.1875,20,21,NA,NA,NA
"2099",1404102,2014-04-10,2,362.307296259006,7,9.75,4,NA,NA,NA,NA
"2100",1404112,2014-04-11,2,375.837949456716,6,12.0625,10,NA,NA,NA,NA
"2101",1404122,2014-04-12,2,574.526430697981,4,11.2,12,0,NA,NA,NA
"2102",1404132,2014-04-13,2,631.475800914064,6,11.0125,21,NA,NA,NA,NA
"2103",1404142,2014-04-14,2,407.696472609752,5,8.9,23,61,NA,NA,NA
"2104",1404152,2014-04-15,2,460.801074530961,0,9.9125,15,NA,NA,NA,NA
"2105",1404162,2014-04-16,2,439.876371928798,0,11.3625,9,NA,NA,NA,"Osterferien"
"2106",1404172,2014-04-17,2,562.281813457354,5,14.4,14,NA,NA,NA,"Osterferien"
"2107",1404192,2014-04-19,2,701.506792782752,1,11.125,13,5,NA,NA,"Osterferien"
"2108",1404202,2014-04-20,2,670.020496886695,0,13.875,15,5,NA,NA,"Osterferien"
"2109",1404212,2014-04-21,2,683.784882752709,4,13.425,15,0,NA,NA,"Osterferien"
"2110",1404222,2014-04-22,2,460.8751181337,3,15.45,10,10,NA,NA,"Osterferien"
"2111",1404232,2014-04-23,2,465.58877492787,8,9.825,11,21,NA,NA,"Osterferien"
"2112",1404242,2014-04-24,2,417.193979627359,8,9.175,11,NA,NA,NA,"Osterferien"
"2113",1404252,2014-04-25,2,456.429396514049,0,13.5625,12,NA,NA,NA,"Osterferien"
"2114",1404262,2014-04-26,2,586.998427577162,0,15.45,11,NA,NA,NA,"Osterferien"
"2115",1404272,2014-04-27,2,584.577549685164,0,16.225,16,NA,NA,NA,"Osterferien"
"2116",1404282,2014-04-28,2,406.097160006948,0,15.8875,11,NA,NA,NA,"Osterferien"
"2117",1404292,2014-04-29,2,426.634045431234,0,18.0875,8,0,NA,NA,"Osterferien"
"2118",1404302,2014-04-30,2,440.782783930678,3,18,8,NA,NA,NA,"Osterferien"
"2119",1405022,2014-05-02,2,506.773609930646,6,10.225,13,NA,NA,NA,"Osterferien"
"2120",1405052,2014-05-05,2,1203.43112985675,8,10.7125,6,21,NA,NA,NA
"2121",1405062,2014-05-06,2,350.107434330692,7,15.775,9,NA,NA,NA,NA
"2122",1405072,2014-05-07,2,315.890695137174,4,14.2125,15,65,NA,NA,NA
"2123",1405082,2014-05-08,2,366.1450783331,7,12.45,10,63,NA,NA,NA
"2124",1405092,2014-05-09,2,324.860077549193,6,12.3875,10,61,NA,NA,NA
"2125",1405102,2014-05-10,2,478.617066120892,7,13.275,12,61,NA,NA,NA
"2126",1405112,2014-05-11,2,460.682512294828,7,11.5625,12,63,NA,NA,NA
"2127",1405122,2014-05-12,2,328.92733265268,7,12.7,14,63,NA,NA,NA
"2128",1405132,2014-05-13,2,297.999814467772,7,11.5625,15,21,NA,NA,NA
"2129",1405142,2014-05-14,2,314.953597620915,7,11.5625,16,NA,NA,NA,NA
"2130",1405152,2014-05-15,2,352.418195482769,2,13.7875,8,NA,NA,NA,NA
"2131",1405162,2014-05-16,2,422.284930999887,5,13.8875,9,NA,NA,NA,NA
"2132",1405172,2014-05-17,2,507.850100762978,0,16.625,8,0,NA,NA,NA
"2133",1405182,2014-05-18,2,598.067011591372,4,16.5125,13,NA,NA,NA,NA
"2134",1405192,2014-05-19,2,385.830427464834,6,13.7625,8,61,NA,NA,NA
"2135",1405202,2014-05-20,2,345.526173706413,0,20.725,12,NA,NA,NA,NA
"2136",1405212,2014-05-21,2,356.727230834875,2,26.8625,8,NA,NA,NA,NA
"2137",1405222,2014-05-22,2,402.543178395128,0,26.375,8,NA,NA,NA,NA
"2138",1405232,2014-05-23,2,410.166785875368,7,18.0125,12,65,NA,NA,NA
"2139",1405242,2014-05-24,2,524.51228527573,2,17.9625,8,NA,NA,NA,NA
"2140",1405252,2014-05-25,2,597.047216641851,2,20.4625,11,NA,NA,NA,NA
"2141",1405262,2014-05-26,2,387.78920418638,0,19.9625,13,NA,NA,NA,NA
"2142",1405272,2014-05-27,2,424.223657962549,7,12.8875,21,21,NA,NA,NA
"2143",1405282,2014-05-28,2,440.753384253967,7,10.2,22,21,NA,NA,NA
"2144",1405292,2014-05-29,2,670.064174060842,4,12.7,14,NA,NA,NA,NA
"2145",1405302,2014-05-30,2,543.734282137968,0,17.9625,13,NA,NA,NA,"Pfingsten"
"2146",1405312,2014-05-31,2,616.245915538845,3,15.9125,15,NA,NA,NA,NA
"2147",1406012,2014-06-01,2,676.063588454464,7,13.825,6,21,NA,NA,NA
"2148",1406022,2014-06-02,2,441.052664780553,0,17.625,9,NA,NA,NA,NA
"2149",1406032,2014-06-03,2,416.946808829077,1,20,9,NA,NA,NA,NA
"2150",1406042,2014-06-04,2,415.711170989076,1,21.4875,14,NA,NA,NA,NA
"2151",1406052,2014-06-05,2,390.575773242664,5,15.0375,18,65,NA,NA,NA
"2152",1406062,2014-06-06,2,428.95344334705,3,19.3125,12,NA,NA,NA,NA
"2153",1406072,2014-06-07,2,753.443538177679,0,17.9625,8,NA,NA,NA,NA
"2154",1406082,2014-06-08,2,681.186640749589,6,22.1,12,21,NA,NA,NA
"2155",1406092,2014-06-09,2,808.126780736088,0,20.6625,10,NA,NA,NA,NA
"2156",1406102,2014-06-10,2,481.25061409398,1,25.7875,9,NA,NA,NA,NA
"2157",1406112,2014-06-11,2,400.748048990214,7,20.5,8,61,NA,NA,NA
"2158",1406122,2014-06-12,2,430.923755250979,4,19.55,12,NA,NA,NA,NA
"2159",1406132,2014-06-13,2,469.760139519046,7,17.45,18,21,NA,NA,NA
"2160",1406142,2014-06-14,2,564.16430206382,1,18.9125,13,NA,NA,NA,NA
"2161",1406152,2014-06-15,2,625.464619964173,0,19.275,8,NA,NA,NA,NA
"2162",1406162,2014-06-16,2,433.505937817699,6,18.3125,10,0,NA,NA,NA
"2163",1406172,2014-06-17,2,419.651602758868,1,20.375,7,NA,NA,NA,NA
"2164",1406182,2014-06-18,2,432.574331239166,3,19.3,13,NA,NA,NA,NA
"2165",1406192,2014-06-19,2,429.955728270914,7,15.2875,19,21,NA,NA,NA
"2166",1406202,2014-06-20,2,554.710447078857,7,15.9875,16,NA,NA,NA,NA
"2167",1406212,2014-06-21,2,691.302129885254,6,15.5125,18,61,1,NA,NA
"2168",1406222,2014-06-22,2,687.127455430513,5,15.7,19,NA,1,NA,NA
"2169",1406232,2014-06-23,2,511.714043984716,4,16.5,17,NA,1,NA,NA
"2170",1406242,2014-06-24,2,508.608322070437,7,14.3625,7,21,1,NA,NA
"2171",1406252,2014-06-25,2,517.169259136224,0,18.4375,10,NA,1,NA,NA
"2172",1406262,2014-06-26,2,583.733870024269,6,17.575,8,63,1,NA,NA
"2173",1406272,2014-06-27,2,595.204307059367,4,20.1625,7,95,1,NA,NA
"2174",1406282,2014-06-28,2,861.858616856627,6,16.9625,6,95,1,NA,NA
"2175",1406292,2014-06-29,2,770.70069957598,7,17.3125,8,61,1,NA,NA
"2176",1406302,2014-06-30,2,465.370251192507,3,18.3375,12,NA,NA,NA,NA
"2177",1407012,2014-07-01,2,394.082975399495,6,15.6875,14,61,NA,NA,NA
"2178",1407022,2014-07-02,2,409.989815931385,6,17.1125,15,NA,NA,NA,NA
"2179",1407032,2014-07-03,2,417.58250524734,7,20.4,9,NA,NA,NA,NA
"2180",1407042,2014-07-04,2,438.323208441248,0,26.9375,10,NA,NA,NA,NA
"2181",1407052,2014-07-05,2,576.842941856878,6,24.5875,10,65,NA,NA,NA
"2182",1407062,2014-07-06,2,538.601505202659,5,25.2375,6,NA,NA,NA,NA
"2183",1407072,2014-07-07,2,464.435046624119,5,20.8,10,NA,NA,NA,NA
"2184",1407082,2014-07-08,2,497.86988009808,7,19.6,15,63,NA,NA,NA
"2185",1407092,2014-07-09,2,494.252899710859,0,24.65,24,5,NA,NA,NA
"2186",1407102,2014-07-10,2,531.353706005132,0,24.757142,18,0,NA,NA,NA
"2187",1407112,2014-07-11,2,574.876667537715,1,22.9375,18,NA,NA,NA,NA
"2188",1407122,2014-07-12,2,668.279669936841,0,20.375,12,NA,NA,NA,NA
"2189",1407132,2014-07-13,2,755.585190097404,7,18.6,10,61,NA,NA,NA
"2190",1407142,2014-07-14,2,549.516511042481,7,19.45,15,63,NA,NA,"Sommerferien"
"2191",1407152,2014-07-15,2,544.627684283587,6,22.2625,9,NA,NA,NA,"Sommerferien"
"2192",1407162,2014-07-16,2,558.201351317468,6,19.4125,7,NA,NA,NA,"Sommerferien"
"2193",1407172,2014-07-17,2,601.547500290008,4,22.7625,7,NA,NA,NA,"Sommerferien"
"2194",1407182,2014-07-18,2,611.760795891468,1,26.05,10,NA,NA,NA,"Sommerferien"
"2195",1407192,2014-07-19,2,758.007682186119,0,28.0625,13,NA,NA,NA,"Sommerferien"
"2196",1407202,2014-07-20,2,780.884234750352,3,24.3125,15,NA,NA,NA,"Sommerferien"
"2197",1407212,2014-07-21,2,603.860645292956,0,23.4875,19,5,NA,NA,"Sommerferien"
"2198",1407222,2014-07-22,2,613.026582121477,0,24.9875,14,NA,NA,NA,"Sommerferien"
"2199",1407232,2014-07-23,2,588.604501791308,0,25,14,NA,NA,NA,"Sommerferien"
"2200",1407242,2014-07-24,2,571.880975843334,0,24.8375,11,NA,NA,NA,"Sommerferien"
"2201",1407252,2014-07-25,2,570.629898893856,0,26.325,18,NA,NA,NA,"Sommerferien"
"2202",1407262,2014-07-26,2,685.499474554993,6,22.375,10,21,NA,NA,"Sommerferien"
"2203",1407272,2014-07-27,2,782.178370436687,3,25.55,12,21,NA,NA,"Sommerferien"
"2204",1407282,2014-07-28,2,630.170881828104,0,24.7625,7,NA,NA,NA,"Sommerferien"
"2205",1407292,2014-07-29,2,613.206800202833,0,25.35,10,NA,NA,NA,"Sommerferien"
"2206",1407302,2014-07-30,2,621.013463682731,6,22.925,12,NA,NA,NA,"Sommerferien"
"2207",1407312,2014-07-31,2,600.50135887024,3,22.4375,12,21,NA,NA,"Sommerferien"
"2208",1408012,2014-08-01,2,607.946169858661,1,26.725,8,NA,NA,NA,"Sommerferien"
"2209",1408022,2014-08-02,2,792.653007246797,2,26.0875,12,NA,NA,NA,"Sommerferien"
"2210",1408032,2014-08-03,2,771.25128183175,5,23.0875,9,63,NA,NA,"Sommerferien"
