"","X","id","Datum","Warengruppe","wochentag","jahreszeit","monat","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Feiertag","Ferien","Temperatur_labels"
"421",421,1810052,"2018-10-05",2,"Freitag","Herbst",10,0,18.1125,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"422",422,1810062,"2018-10-06",2,"Samstag","Herbst",10,1,14.3375,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"423",423,1810072,"2018-10-07",2,"Sonntag","Herbst",10,1,11.4,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"424",424,1810082,"2018-10-08",2,"Montag","Herbst",10,5,13.0625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"425",425,1810092,"2018-10-09",2,"Dienstag","Herbst",10,3,15.125,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"426",426,1810102,"2018-10-10",2,"Mittwoch","Herbst",10,0,17.1,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"427",427,1810112,"2018-10-11",2,"Donnerstag","Herbst",10,0,19.633333,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"428",428,1810122,"2018-10-12",2,"Freitag","Herbst",10,0,21.4125,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"429",429,1810132,"2018-10-13",2,"Samstag","Herbst",10,0,11.6625,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"430",430,1810142,"2018-10-14",2,"Sonntag","Herbst",10,7,3.6625,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"431",431,1810152,"2018-10-15",2,"Montag","Herbst",10,0,20.7875,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"432",432,1810162,"2018-10-16",2,"Dienstag","Herbst",10,7,19.0625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"433",433,1810172,"2018-10-17",2,"Mittwoch","Herbst",10,2,20.8375,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"434",434,1810182,"2018-10-18",2,"Donnerstag","Herbst",10,1,12.816666,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"435",435,1810192,"2018-10-19",2,"Freitag","Herbst",10,3,10.925,"Brise","Trocken",FALSE,FALSE,TRUE,"kalt"
"436",436,1810202,"2018-10-20",2,"Samstag","Herbst",10,2,20.8375,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"437",437,1810212,"2018-10-21",2,"Sonntag","Herbst",10,6,18.1625,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"438",438,1810222,"2018-10-22",2,"Montag","Herbst",10,2,11.1,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"439",439,1810232,"2018-10-23",2,"Dienstag","Herbst",10,7,11.925,"Sturm","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"440",440,1810242,"2018-10-24",2,"Mittwoch","Herbst",10,4,10.357142,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"441",441,1810252,"2018-10-25",2,"Donnerstag","Herbst",10,6,11.125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"442",442,1810262,"2018-10-26",2,"Freitag","Herbst",10,7,10.325,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"443",443,1810272,"2018-10-27",2,"Samstag","Herbst",10,7,5.8375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"444",444,1810282,"2018-10-28",2,"Sonntag","Herbst",10,2,5.5875,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"445",445,1810292,"2018-10-29",2,"Montag","Herbst",10,7,7.3625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"446",446,1810302,"2018-10-30",2,"Dienstag","Herbst",10,7,10.6375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"447",447,1811012,"2018-11-01",2,"Donnerstag","Herbst",11,5,11.725,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"448",448,1811022,"2018-11-02",2,"Freitag","Herbst",11,6,10.675,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"449",449,1811032,"2018-11-03",2,"Samstag","Herbst",11,0,8.7,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"450",450,1811042,"2018-11-04",2,"Sonntag","Herbst",11,8,8.225,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"451",451,1811052,"2018-11-05",2,"Montag","Herbst",11,8,10.4125,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"452",452,1811062,"2018-11-06",2,"Dienstag","Herbst",11,7,8.5375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"453",453,1811072,"2018-11-07",2,"Mittwoch","Herbst",11,1,11.0875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"454",454,1811082,"2018-11-08",2,"Donnerstag","Herbst",11,6,11.625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"455",455,1811092,"2018-11-09",2,"Freitag","Herbst",11,7,9.3,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"456",456,1811102,"2018-11-10",2,"Samstag","Herbst",11,7,11.425,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"457",457,1811112,"2018-11-11",2,"Sonntag","Herbst",11,7,12.2375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"458",458,1811122,"2018-11-12",2,"Montag","Herbst",11,7,10.5375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"459",459,1811132,"2018-11-13",2,"Dienstag","Herbst",11,7,10.325,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"460",460,1811142,"2018-11-14",2,"Mittwoch","Herbst",11,7,8.4375,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"461",461,1811152,"2018-11-15",2,"Donnerstag","Herbst",11,2,10.35,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"462",462,1811162,"2018-11-16",2,"Freitag","Herbst",11,0,8.2625,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"463",463,1811172,"2018-11-17",2,"Samstag","Herbst",11,0,5.375,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"464",464,1811182,"2018-11-18",2,"Sonntag","Herbst",11,7,6.75,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"465",465,1811192,"2018-11-19",2,"Montag","Herbst",11,6,5.775,"Sturm","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"466",466,1811202,"2018-11-20",2,"Dienstag","Herbst",11,7,4.725,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"467",467,1811212,"2018-11-21",2,"Mittwoch","Herbst",11,7,3.05,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"468",468,1811222,"2018-11-22",2,"Donnerstag","Herbst",11,8,1.5125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"469",469,1811232,"2018-11-23",2,"Freitag","Herbst",11,8,1.8875,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"470",470,1811242,"2018-11-24",2,"Samstag","Herbst",11,8,3.025,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"471",471,1811252,"2018-11-25",2,"Sonntag","Herbst",11,8,5.1625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"472",472,1811262,"2018-11-26",2,"Montag","Herbst",11,7,4.95,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"473",473,1811272,"2018-11-27",2,"Dienstag","Herbst",11,8,2.1625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"474",474,1811282,"2018-11-28",2,"Mittwoch","Herbst",11,3,1.5,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"475",475,1811292,"2018-11-29",2,"Donnerstag","Herbst",11,7,3.3,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"476",476,1811302,"2018-11-30",2,"Freitag","Herbst",11,5,7.8375,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"477",477,1812012,"2018-12-01",2,"Samstag","Winter",12,7,7.1625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"478",478,1812022,"2018-12-02",2,"Sonntag","Winter",12,7,8.15,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"479",479,1812032,"2018-12-03",2,"Montag","Winter",12,7,10.825,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"480",480,1812042,"2018-12-04",2,"Dienstag","Winter",12,1,5.442857,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"481",481,1812052,"2018-12-05",2,"Mittwoch","Winter",12,1,3.7375,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"482",482,1812062,"2018-12-06",2,"Donnerstag","Winter",12,7,6.725,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"483",483,1812072,"2018-12-07",2,"Freitag","Winter",12,7,10.825,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"484",484,1812082,"2018-12-08",2,"Samstag","Winter",12,8,7.475,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"485",485,1812092,"2018-12-09",2,"Sonntag","Winter",12,7,6.95,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"486",486,1812102,"2018-12-10",2,"Montag","Winter",12,5,4.9125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"487",487,1812112,"2018-12-11",2,"Dienstag","Winter",12,6,4.6375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"488",488,1812122,"2018-12-12",2,"Mittwoch","Winter",12,7,4.175,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"489",489,1812132,"2018-12-13",2,"Donnerstag","Winter",12,7,2.925,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"490",490,1812142,"2018-12-14",2,"Freitag","Winter",12,7,2.175,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"491",491,1812152,"2018-12-15",2,"Samstag","Winter",12,7,0.5375,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"492",492,1812162,"2018-12-16",2,"Sonntag","Winter",12,7,0.2,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"493",493,1812172,"2018-12-17",2,"Montag","Winter",12,8,0.65,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"494",494,1812182,"2018-12-18",2,"Dienstag","Winter",12,7,5.3125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"495",495,1812192,"2018-12-19",2,"Mittwoch","Winter",12,7,3.175,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"496",496,1812202,"2018-12-20",2,"Donnerstag","Winter",12,7,4.8875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"497",497,1812212,"2018-12-21",2,"Freitag","Winter",12,7,6.1125,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"498",498,1812222,"2018-12-22",2,"Samstag","Winter",12,8,4.3,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"499",499,1812232,"2018-12-23",2,"Sonntag","Winter",12,7,6.45,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"500",500,1812242,"2018-12-24",2,"Montag","Winter",12,7,2.5,"Brise","RegenGewitter",FALSE,TRUE,TRUE,"kalt"
"501",501,1812272,"2018-12-27",2,"Donnerstag","Winter",12,7,7.125,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"502",502,1812282,"2018-12-28",2,"Freitag","Winter",12,7,7.3125,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"503",503,1812292,"2018-12-29",2,"Samstag","Winter",12,8,7.675,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"504",504,1812302,"2018-12-30",2,"Sonntag","Winter",12,2,6.675,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"505",505,1812312,"2018-12-31",2,"Montag","Winter",12,7,7.3875,"Wind","RegenGewitter",FALSE,TRUE,TRUE,"kalt"
"506",506,1901022,"2019-01-02",2,"Mittwoch","Winter",1,0,3.9125,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"507",507,1901032,"2019-01-03",2,"Donnerstag","Winter",1,2,0.725,"Brise","Trocken",FALSE,FALSE,TRUE,"eisig"
"508",508,1901042,"2019-01-04",2,"Freitag","Winter",1,7,5.55,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"509",509,1901052,"2019-01-05",2,"Samstag","Winter",1,5,7.85,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"510",510,1901062,"2019-01-06",2,"Sonntag","Winter",1,7,3.65,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"511",511,1901072,"2019-01-07",2,"Montag","Winter",1,8,5.9375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"512",512,1901082,"2019-01-08",2,"Dienstag","Winter",1,6,5.5,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"513",513,1901092,"2019-01-09",2,"Mittwoch","Winter",1,7,3.1375,"Sturm","Trocken",FALSE,FALSE,FALSE,"kalt"
"514",514,1901102,"2019-01-10",2,"Donnerstag","Winter",1,7,1.4,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"515",515,1901112,"2019-01-11",2,"Freitag","Winter",1,6,6.8625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"516",516,1901122,"2019-01-12",2,"Samstag","Winter",1,7,6.0875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"517",517,1901132,"2019-01-13",2,"Sonntag","Winter",1,7,7.6875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"518",518,1901142,"2019-01-14",2,"Montag","Winter",1,2,1.9375,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"519",519,1901152,"2019-01-15",2,"Dienstag","Winter",1,7,6.6625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"520",520,1901162,"2019-01-16",2,"Mittwoch","Winter",1,7,7.2125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"521",521,1901172,"2019-01-17",2,"Donnerstag","Winter",1,7,4.1875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"522",522,1901182,"2019-01-18",2,"Freitag","Winter",1,1,1.2625,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"523",523,1901192,"2019-01-19",2,"Samstag","Winter",1,2,0.925,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"524",524,1901202,"2019-01-20",2,"Sonntag","Winter",1,1,0.85,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"525",525,1901212,"2019-01-21",2,"Montag","Winter",1,6,-0.425,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"526",526,1901222,"2019-01-22",2,"Dienstag","Winter",1,5,0.1375,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"527",527,1901232,"2019-01-23",2,"Mittwoch","Winter",1,4,-3.075,"Brise","Trocken",FALSE,FALSE,FALSE,"eisig"
"528",528,1901242,"2019-01-24",2,"Donnerstag","Winter",1,8,-4.8125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"529",529,1901252,"2019-01-25",2,"Freitag","Winter",1,8,-3.3875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"eisig"
"530",530,1901262,"2019-01-26",2,"Samstag","Winter",1,7,3.8375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"531",531,1901272,"2019-01-27",2,"Sonntag","Winter",1,8,4.9375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"532",532,1901282,"2019-01-28",2,"Montag","Winter",1,8,2.75,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"533",533,1901292,"2019-01-29",2,"Dienstag","Winter",1,6,1.575,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"534",534,1901302,"2019-01-30",2,"Mittwoch","Winter",1,5,1.6,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"535",535,1901312,"2019-01-31",2,"Donnerstag","Winter",1,7,1.4,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"536",536,1902012,"2019-02-01",2,"Freitag","Winter",2,7,-0.075,"Wind","Trocken",FALSE,FALSE,FALSE,"eisig"
"537",537,1902022,"2019-02-02",2,"Samstag","Winter",2,8,1.7375,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"538",538,1902032,"2019-02-03",2,"Sonntag","Winter",2,1,2.5,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"539",539,1902042,"2019-02-04",2,"Montag","Winter",2,7,2.95,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"540",540,1902052,"2019-02-05",2,"Dienstag","Winter",2,7,4.6375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"541",541,1902062,"2019-02-06",2,"Mittwoch","Winter",2,7,3.6625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"542",542,1902072,"2019-02-07",2,"Donnerstag","Winter",2,7,6.0375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"543",543,1902082,"2019-02-08",2,"Freitag","Winter",2,7,6.5,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"544",544,1902092,"2019-02-09",2,"Samstag","Winter",2,7,7.4,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"545",545,1902102,"2019-02-10",2,"Sonntag","Winter",2,7,5.125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"546",546,1902112,"2019-02-11",2,"Montag","Winter",2,2,5.9375,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"547",547,1902122,"2019-02-12",2,"Dienstag","Winter",2,4,5.225,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"548",548,1902132,"2019-02-13",2,"Mittwoch","Winter",2,8,7.5375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"549",549,1902142,"2019-02-14",2,"Donnerstag","Winter",2,3,7.4,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"550",550,1902152,"2019-02-15",2,"Freitag","Winter",2,0,11.3375,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"551",551,1902162,"2019-02-16",2,"Samstag","Winter",2,0,10.425,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"552",552,1902172,"2019-02-17",2,"Sonntag","Winter",2,3,11.625,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"553",553,1902182,"2019-02-18",2,"Montag","Winter",2,0,11.725,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"554",554,1902192,"2019-02-19",2,"Dienstag","Winter",2,7,6.75,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"555",555,1902202,"2019-02-20",2,"Mittwoch","Winter",2,7,7.34,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"556",556,1902212,"2019-02-21",2,"Donnerstag","Winter",2,8,7.675,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"557",557,1902222,"2019-02-22",2,"Freitag","Winter",2,4,4.125,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"558",558,1902232,"2019-02-23",2,"Samstag","Winter",2,6,4.775,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"559",559,1902242,"2019-02-24",2,"Sonntag","Winter",2,0,9.6875,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"560",560,1902252,"2019-02-25",2,"Montag","Winter",2,0,9.8125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"561",561,1902262,"2019-02-26",2,"Dienstag","Winter",2,0,10.85,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"562",562,1902272,"2019-02-27",2,"Mittwoch","Winter",2,1,13.4125,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"563",563,1902282,"2019-02-28",2,"Donnerstag","Winter",2,5,7.8875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"564",564,1903012,"2019-03-01",2,"Freitag","Frueling",3,7,5.6375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"565",565,1903022,"2019-03-02",2,"Samstag","Frueling",3,7,5.4,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"566",566,1903032,"2019-03-03",2,"Sonntag","Frueling",3,6,8.975,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"567",567,1903042,"2019-03-04",2,"Montag","Frueling",3,6,7.5375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"568",568,1903052,"2019-03-05",2,"Dienstag","Frueling",3,5,6.8875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"569",569,1903062,"2019-03-06",2,"Mittwoch","Frueling",3,7,6.7625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"570",570,1903072,"2019-03-07",2,"Donnerstag","Frueling",3,6,9.65,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"571",571,1903082,"2019-03-08",2,"Freitag","Frueling",3,5,6.8875,"Sturm","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"572",572,1903092,"2019-03-09",2,"Samstag","Frueling",3,6,6.35,"Sturm","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"573",573,1903102,"2019-03-10",2,"Sonntag","Frueling",3,6,6.8875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"574",574,1903112,"2019-03-11",2,"Montag","Frueling",3,5,4.075,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"575",575,1903122,"2019-03-12",2,"Dienstag","Frueling",3,6,5.425,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"576",576,1903132,"2019-03-13",2,"Mittwoch","Frueling",3,7,5.8,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"577",577,1903142,"2019-03-14",2,"Donnerstag","Frueling",3,7,5.5625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"578",578,1903152,"2019-03-15",2,"Freitag","Frueling",3,7,7.4875,"Sturm","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"579",579,1903162,"2019-03-16",2,"Samstag","Frueling",3,7,5.5875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"580",580,1903172,"2019-03-17",2,"Sonntag","Frueling",3,5,7.4,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"581",581,1903182,"2019-03-18",2,"Montag","Frueling",3,5,6.325,"Sturm","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"582",582,1903192,"2019-03-19",2,"Dienstag","Frueling",3,3,7.0125,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"583",583,1903212,"2019-03-21",2,"Donnerstag","Frueling",3,8,10.225,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"584",584,1903222,"2019-03-22",2,"Freitag","Frueling",3,7,9.7,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"585",585,1903232,"2019-03-23",2,"Samstag","Frueling",3,6,10.2625,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"586",586,1903242,"2019-03-24",2,"Sonntag","Frueling",3,4,7.6625,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"587",587,1903252,"2019-03-25",2,"Montag","Frueling",3,4,7.3375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"588",588,1903262,"2019-03-26",2,"Dienstag","Frueling",3,7,7.8375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"589",589,1903272,"2019-03-27",2,"Mittwoch","Frueling",3,8,8.375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"590",590,1903282,"2019-03-28",2,"Donnerstag","Frueling",3,8,10.7,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"591",591,1903292,"2019-03-29",2,"Freitag","Frueling",3,5,12.1125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"592",592,1903302,"2019-03-30",2,"Samstag","Frueling",3,1,15.5,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"593",593,1903312,"2019-03-31",2,"Sonntag","Frueling",3,0,7.6625,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"594",594,1904012,"2019-04-01",2,"Montag","Frueling",4,0,8.05,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"595",595,1904022,"2019-04-02",2,"Dienstag","Frueling",4,0,11.685714,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"596",596,1904042,"2019-04-04",2,"Donnerstag","Frueling",4,7,4.725,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"597",597,1904052,"2019-04-05",2,"Freitag","Frueling",4,2,12.0625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"598",598,1904062,"2019-04-06",2,"Samstag","Frueling",4,0,12.7625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"599",599,1904072,"2019-04-07",2,"Sonntag","Frueling",4,0,12.8375,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"600",600,1904082,"2019-04-08",2,"Montag","Frueling",4,1,9.1125,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"601",601,1904092,"2019-04-09",2,"Dienstag","Frueling",4,1,6.6625,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"602",602,1904102,"2019-04-10",2,"Mittwoch","Frueling",4,0,6.275,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"603",603,1904112,"2019-04-11",2,"Donnerstag","Frueling",4,7,5.3375,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"604",604,1904122,"2019-04-12",2,"Freitag","Frueling",4,5,5.2125,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"605",605,1904132,"2019-04-13",2,"Samstag","Frueling",4,7,3.475,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"606",606,1904142,"2019-04-14",2,"Sonntag","Frueling",4,7,5.9375,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"607",607,1904152,"2019-04-15",2,"Montag","Frueling",4,2,7.35,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"608",608,1904162,"2019-04-16",2,"Dienstag","Frueling",4,0,8.4375,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"609",609,1904172,"2019-04-17",2,"Mittwoch","Frueling",4,0,11.6625,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"610",610,1904182,"2019-04-18",2,"Donnerstag","Frueling",4,0,13.0125,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"611",611,1904202,"2019-04-20",2,"Samstag","Frueling",4,0,13.125,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"612",612,1904212,"2019-04-21",2,"Sonntag","Frueling",4,0,16.8125,"Brise","RegenGewitter",FALSE,TRUE,FALSE,"moderat"
"613",613,1904222,"2019-04-22",2,"Montag","Frueling",4,0,15.775,"Wind","Trocken",FALSE,TRUE,FALSE,"moderat"
"614",614,1904232,"2019-04-23",2,"Dienstag","Frueling",4,0,14.225,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
